Name,Ticker,"Sub-Sector","Market Cap","Working Capital Turnover Ratio","Current Ratio","Net Income / Liabilities","Long Term Debt to Equity","Inventory Turnover Ratio","Earning Power","Debt to Equity","Days of Sales Outstanding","Days Payable Outstanding","Days of Inventory Outstanding","Cash Conversion Cycle","Asset Turnover Ratio","Quick Ratio","Interest Coverage Ratio"
Inceptum Enterprises Ltd,INCEPTUM,"0","3.6714802","0","1.4080996884735202",,"0",,,"63.120567375886516",,,,,"0","1.4080996884735202",
Perfect Infraengineers Ltd,PERFECT,"Home Electronics & Appliances","3.66168","0.3247386759581882","2.7664596273291924",,"19.03614457831325","0.3326706428098078",,"42.65060240963855","470.74034334763945","324.28286852589645","1097.1812749003986",,"0.1339850488786659","1.7875776397515528","-5.958333333333332"
Ashiana Agro Industries Ltd,ASHAI,"Investment Banking & Brokerage","3.6616","1.011111111111111","19.4","79.99999999999963","0",,"1.6194331983805594","0","80.21978021978023",,,,"0.3669354838709677","19.4",
Dharani Finance Ltd,DHARFIN,"Diversified Financials","3.6608952","0.7883211678832118","2.1639344262295084","24.193548387096776","0.3654080389768575",,"3.1746031746031744","0.3654080389768575","425.83333333333326",,,,"0.11681990265008112","2.1639344262295084",
KLG Capital Services Ltd,KLGCAP,"Diversified Financials","3.650736","-0.2480127186009539","0.21637426900584797","1.7278122270685333e-16","21.192052980132452",,"0.0795544948289579","21.192052980132452","0",,,,"0.06210191082802548","0.21637426900584797",
Advik Laboratories Ltd,ADVIKLA,"Pharmaceuticals","3.6502774000000002","-0.06783625730994153","0.3305921052631579",,"0","0.17857142857142858",,"152.09424083769633","390.17241379310343","383.24999999999994","2044.0000000000002",,"0.027039627039627038","0.24013157894736845",
Suncity Synthetics Ltd,SUNCITYSY,"Textiles","3.6500004","-5.38157894736842","0.7608695652173912","4.334365325077387","3474.999999999997","2.024604569420035","10.856269113149834","6362.4999999999945","18.517726161369193","74.45746527777779","180.28211805555554",,"0.9657615112160566","0.20380434782608695","1.3148148148148133"
Tricom Fruit Products Ltd,TRICOMFRU,,"3.64696355","0","0.00047709923664122136",,,,,,,,,,"0","0.00047709923664122136",
Jumbo Bag Ltd,JUMBO,"Packaging","3.64255950000003","12.103368712505775","1.2278883129911387","1.5406767458603143","13.695171978542142","3.4626159005721053","4.34051809373145","146.071315872515","103.20420924203142","69.66442570647219","105.41163400182313","152.4640933482","1.3106791264804356","0.7895000835980606","1.411575562700961"
Source Industries (India) Ltd,SOURCEIND,"Textiles","3.63759209","0.016891891891891893","60.199999999999996",,"5.7649667405764955",,,"5.7649667405764955","10950",,,"12129.9160540543","0.01020408163265306","60.199999999999996",
G K Consultants Ltd,GKCONS,"Diversified Financials","3.6279594","0.9288389513108616","14.250000000000002","49.46236559139787","13.055954088952655",,"7.848101265822785","13.055954088952655","116.27016129032258",,,,"0.16986301369863016","9.500000000000002",
Ortel Communications Ltd,ORTEL,"Cable & D2H","3.6203907299999996","-0.26973408111098396","0.13608974999167744",,,"6.833333333333334",,,"77.8012729844413","16858.993902439022","53.41463414634146",,"0.1836769156826832","0.1349578880788308",
Arcee Industries Ltd,ARCEEIN,"Plastic Products","3.6022826770000003","7.187827911857292","1.7811447811447814","6.736526946107838","13.237924865831843","8.243346007604561","5.21597392013043","13.237924865831843","17.850364963503647","37.82441574415745","44.27813653136532",,"3.1278538812785386","0.984848484848485","64.00000000000038"
Gangotri Textiles Ltd,GANGOTRI,"Apparel & Accessories","3.58760974","-0.0002491746091073319","0.00008306337735692334",,,,,,"0",,,,"0.0037593984962406017","0.00008306337735692334",
Ind Renewable Energy Ltd,INDRENEW,"Renewable Energy Equipment & Services","3.58439424","0.01854714064914992","22.266666666666666",,"0",,,"4.0625","0",,,,"0.01804511278195489","22.266666666666666",
Sashwat Technocrats Ltd,SASHWAT,"Software Services","3.5829261","0.49484536082474234","15.5","350.0000000000001","0",,"23.952095808383238","2.547770700636943","7.604166666666666",,,,"0.27507163323782235","15.5",
Kuberan Global Edu Solutions Ltd,KGES,,"3.5811112","1.7407407407407405",,,"0",,,"0","75.71808510638299",,,,"0.4292237442922374",,
Classic Leasing & Finance Ltd,CLFL,"Diversified Financials","3.570238","0.21848739495798322","5.625",,,,,,"42.11538461538462",,,,"0.04344193817878029","4.916666666666667",
Vaghani Techno Build Ltd,VAGHANI,"Real Estate","3.55482","0.041379310344827586","115.24999999999999","150.00000000000003","0","0","1.243093922651934","0","0",,,,"0.02425876010781671","2.749999999999986","9"
Euro Ceramics Ltd,EUROCERA,"Building Products - Ceramics","3.54685165471545","-0.09320405011154968","0.015411959183166162",,,"1.9289099526066353",,,"48.01924139200884","325.28431028431027","189.2260442260442",,"0.18729523743835572","0.008526293548106441","-977.8"
Sabrimala Industries India Ltd,SIIL,"Technology Hardware","3.5468015","0.07982261640798224","161",,"0","0",,"0","182.5",,,,"0.054919908466819226","144",
Bharat Textiles & Proofing Industries Ltd,BHATEXT,"Textiles","3.53771256","12.926174496644295","1.1179401993355482","0.7158196134574121","522.3684210526314","2.1337295690936107","6.714009038089093","848.0263157894734","125.26739356178606","44.98955431754874","171.06197771587742",,"0.6096866096866097","0.5116279069767443","1.1555555555555561"
Unimode Overseas Ltd,UNIMOVR,"Textiles","3.537413","-0.19607843137254902","0.23529411764705882",,,,,,"182.5",,,,"0.6666666666666666","0.23529411764705882",
KD Leisures Ltd,KDLL,"Diversified Financials","3.53484","0.09523809523809525","16","52.000000000000156","0",,"4.347826086956523","0","1177.9545454545453",,,,"0.08549222797927461","12.625",
Edynamics Solutions Limited,EDSL,"Commodities Trading","3.526521","0.007352941176470589","2.2424892703862658",,"0",,,"2.650126867775585","33032.5",,,,"0.0009799118079372856","2.2424892703862658",
Edelweiss Nifty 50 ETF,NIFTYEES,"Equity","3.5215454999999998",,,,,,,,,,,,,,
Precision Containeurs Ltd,PRECISION,"Plastic Products","3.5138484","-5.076923076923081","0.9435897435897437",,,,"2.4691358024691357",,"5.53030303030303",,,,"0.12000000000000001","0.9435897435897437","0.23076923076923078"
Navoday Enterprises Ltd,NAVODAYENT,,"3.50714","10.156075808249724","1.967302452316076","5.913978494623609","0",,"4.704386522568319","0","32.77387486278815",,,,"3.267575322812051","1.967302452316076",
Hi-Klass Trading and Investment Ltd,HIKLASS,,"3.4913688","0.0611111111111111","365",,"0","0",,"0","414.7727272727273",,,,"0.05706874189364461","355",
Saffron Industries Ltd,SAFFRON,"Paper Products","3.484822","-38.02127659574469","1.164835164835165",,,"214.75",,,"0","25.600989522700818","1.69965075669383","-25.2830632342","1.5545889517181388","1.153846153846154","-176.99999999999986"
Sterling Guaranty & Finance Ltd,STRLGUA,"Diversified Financials","3.4845408","1.8181818181818181","1",,,,,,"0",,,,"1.1764705882352942","1",
Beeyu Overseas Ltd,BEEYU,"Tea & Coffee","3.4787974380000004","0.10921501706484642","25.333333333333336","0.6600660066006607","0",,"0.6097560975609763","0","0",,,,"0.048411497730711045","25.333333333333336",
Maruti Securities Ltd,MARUTISE,"Investment Banking & Brokerage","3.4752085","0","5.8076923076923075",,,,,,,,,,"0","5.8076923076923075",
Euro Multivision Ltd,EUROMULTI,"Technology Hardware","3.4510071049999995","-0.0009320693165233816","0.010457611491240842",,,"2.411764705882353",,,"389.0131578947369","716.6463414634146","151.34146341463415","101942.055691767","0.00609951845906902","0.010045130295530646",
Nutricircle Ltd,NUTRICIRCLE,"Paper Products","3.4448115","0.6666666666666667","2.0238095238095237",,,,,,"119.32692307692308","474.5","0",,"0.33121019108280253","2.0238095238095237",
B P Capital Ltd,BPCAP,"Investment Banking & Brokerage","3.426726","0","1.6412429378531073",,"0",,,"0",,,,,"0","1.6412429378531073",
Gajanan Securities Services Ltd,GAJANANSEC,"Investment Banking & Brokerage","3.418404","0.05313496280552603","20.51282051282051","134.37499999999855","0",,"0.5602731331524117","0","7.3",,,,"0.006454111268878275","20.51282051282051",
Hiliks Technologies Ltd,HILIKS,,"3.392772","19.166666666666618","1.113518197573657","0.2586206896551609","1.2110726643598617",,"0.6904487917146067","1.2110726643598617","0","352.6207605344295","0",,"0.6634615384615383","1.113518197573657","11.999999999999867"
Invesco India Nifty Exchange Traded Fund,IVZINNIFTY,"Equity","3.37218525",,,,,,,,,,,,,,
Mayur Leather Products Ltd,MAYUR,"Footwear","3.3505164","3.9343629343629343","1.1554663991975929",,"16.091954022988517","0","0.11594202898550285","117.40558292282432","42.266928361138376",,,"288.2383848957","0.5459416019287436","0.9327983951855566","0.03999999999999848"
Pioneer Agro Extracts Ltd,PIONAGR,"Packaged Foods & Meats","3.3012126","0.16475095785440616","40.46153846153846","5.263157894736871","0",,"0.185185185185186","0","0","0","0","1850.7878342631","0.15607985480943742","40.46153846153846",
Diamant Infrastructure Ltd,DIAMANT,"Construction & Engineering","3.273972","0.04860759493670886","2.0267558528428093",,"23.492349234923488","0","0.924702774108322","102.16021602160217","6060.520833333334",,,,"0.020386493947759605","1.5752508361204012","0.9130434782608694"
Miven Machine Tools Ltd,MIVENMACH,"Industrial Machinery","3.273815","-0.49900990099009895","0.29643765903307884",,,"0.5061728395061729",,,"40.55555555555556","997.0731707317074","721.0975609756097",,"0.8372093023255814","0.1475826972010178","-1.7090909090909094"
Richfield Financial Services Ltd,RFSL,"Investment Banking & Brokerage","3.2700872","0.1082410824108241","268","140.00000000000244","0",,"1.9900497512437811","0","0",,,,"0.05506883604505632","268",
Elango Industries Ltd,ELANGO,"Power Infrastructure","3.2627655","0.3055555555555555","44",,"0",,,"0","22.12121212121212",,,"27.7116190129","0.14363438520130575","44",
Ambitious Plastomac Company Ltd,AMBIT,,"3.25941","0","0.2888888888888889",,,,,,,,,,"0","0.2888888888888889",
Talwalkars Healthclubs Ltd,TALWGYM,"Wellness Services","3.2576498217727696","4.705098684210526","1.835060838215412","17.46951978104006","68.84746616593006","0","13.204307229993201","85.35574434953857","8.937759988813928",,,,"0.3748247533444268","1.6856692203695358","5.176718092566619"
Diksha Greens Ltd,DGL,"Wood Products","3.2463384100000003","0","0.0328928046989721",,,,,,,,,,"0","0.0328928046989721","-5.892473118279569"
Aananda Lakshmi Spinning Mills Ltd,AANANDALAK,"Textiles","3.23682475","-0.6053391053391054","0.43274456521739124","3.270094857713431",,"15.851851851851851","19.39345570630487",,"105.06257449344457","350.07593457943926","23.02570093457944",,"0.5528830313014828","0.4144021739130434","2.1696428571428577"
N2N Technologies Ltd,NNTL,,"3.2248719","0","0.01694915254237288",,"3.0741410488245933",,,"3.0741410488245933",,,,,"0","0.01694915254237288",
